module	trait	nObs	bicor	Z	t	p
yellowgreen	preterm	43	-0.0740297704058443	-0.474890619954124	0.475326096840111	0.637077199000317
yellowgreen	bmi	43	-0.0222511186473976	-0.142500198093057	0.142511961200176	0.887373679393616
yellowgreen	gwg	39	0.137021725154261	0.838746298709912	0.841406728099087	0.405525518742951
yellowgreen	egwg	39	0.2606784282471	1.62310099395761	1.64243089573027	0.108974122011905
yellowgreen	ppwr	42	0.10312442573271	0.654543030489153	0.655712088179482	0.515763407794444
yellowgreen	ppwr_e	42	-0.0375796759902263	-0.237786718581364	0.237842743629013	0.813217198622023
yellowgreen	low_income	43	0.0491363996019467	0.314880048564231	0.315006975219615	0.754354029744485
yellowgreen	low_access	43	0.0527788513649701	0.33826386613657	0.338421225401699	0.736772760308995
yellowgreen	SPL_SVM	43	0.109333146794477	0.702883400637455	0.704295861458786	0.485229924654332
yellowgreen	RPL_SVM	43	0.104280082985945	0.670154573332747	0.671378703797595	0.505744603047531
yellowgreen	SPL_EBM	43	0.374798122255156	2.52279117708661	2.58856892178533	0.013275217222827
yellowgreen	RPL_EBM	43	0.375770068686562	2.53003485848767	2.59638379418948	0.0130194808213782
yellowgreen	F_HVM	43	0.139357392159112	0.898167398080919	0.901115645971123	0.372789874157763
yellowgreen	RPL_HVM	43	0.139357392159112	0.898167398080919	0.901115645971123	0.372789874157763
yellowgreen	epds_mth6	42	-0.0538677280666936	-0.341019530872571	0.34118479920628	0.734750237213733
yellowgreen	epds_3a_mth6	42	0.00716975673928415	0.0453463001566873	0.0453466886785394	0.964056609266202
yellowgreen	sleep_mth6	42	-0.0618997987356138	-0.39198986149199	0.392240874759065	0.69696251106928
yellowgreen	reap_mth6	42	-0.0358459409980631	-0.226806813899155	0.2268554305433	0.821691570007195
yellowgreen	KCAL_mth6	24	-0.343209753117258	-1.67788521186095	1.71390085512513	0.100603907988676
yellowgreen	HEI2015_TOTAL_SCORE_mth6	24	0.202180865269595	0.96156020839126	0.968309653668005	0.343415260844025
yellowgreen	ppaq_total_mth6	42	0.169082239627663	1.07973910198678	1.08499174783036	0.284421465577871
yellowgreen	PM2.5_7Days_mth6	21	0.0180570221106595	0.0787172907618823	0.0787215694698484	0.938077266856984
yellowgreen	PM2.5_30Days_mth6	20	0.0533305755792537	0.226477344777905	0.226584920040714	0.823299762377449
yellowgreen	PM2.5_90Days_mth6	20	0.0921846429272261	0.392219875086295	0.392778796331499	0.699095493279974
yellowgreen	EH_7Days_mth6	36	0.259155636170996	1.54638616093297	1.56457692000401	0.126943247765707
yellowgreen	EH_30Days_mth6	36	0.115296272295631	0.675289960745134	0.676800499774698	0.503111474131744
yellowgreen	EH_90Days_mth6	36	0.18269049965317	1.07735395495745	1.08349420886635	0.286213207688864
yellowgreen	weight_mth6	42	0.02310046468783	0.146126163049819	0.146139164275366	0.884545545426723
yellowgreen	postpart_epds_bbmr	11	-0.331306469831655	-1.03288529015378	1.05341279661514	0.319610443083845
